{'yaw': -157.6705, 'pitch': -4.33582, 'roll': -2.451883, 'Ax': 0, 'Ay': 485, 'Az': 7381, 'timestamps': 1542884104.3810017}
{'yaw': -42.39824, 'pitch': -12.79102, 'roll': 4.432091, 'Ax': 724, 'Ay': -1233, 'Az': -2559, 'timestamps': 1542884335.640658}
{'yaw': -42.43258, 'pitch': -12.53207, 'roll': 5.066694, 'Ax': 688, 'Ay': -985, 'Az': -2945, 'timestamps': 1542884335.6483924}
{'yaw': -42.39653, 'pitch': -12.2299, 'roll': 5.674513, 'Ax': 749, 'Ay': -754, 'Az': -3283, 'timestamps': 1542884335.6566405}
{'yaw': -42.29436, 'pitch': -11.92124, 'roll': 6.278893, 'Ax': 804, 'Ay': -564, 'Az': -3534, 'timestamps': 1542884335.6650004}
{'yaw': -42.15905, 'pitch': -11.6248, 'roll': 6.914086, 'Ax': 823, 'Ay': -367, 'Az': -3759, 'timestamps': 1542884335.6772475}
{'yaw': -42.01329, 'pitch': -11.36406, 'roll': 7.554702, 'Ax': 762, 'Ay': -141, 'Az': -4027, 'timestamps': 1542884335.6862538}
{'yaw': -41.8757, 'pitch': -11.13685, 'roll': 8.186694, 'Ax': 596, 'Ay': 74, 'Az': -4300, 'timestamps': 1542884335.6972957}
{'yaw': -41.77456, 'pitch': -10.94619, 'roll': 8.783584, 'Ax': 356, 'Ay': 310, 'Az': -4590, 'timestamps': 1542884335.707993}
{'yaw': -41.71693, 'pitch': -10.76263, 'roll': 9.319386, 'Ax': 111, 'Ay': 544, 'Az': -4838, 'timestamps': 1542884335.7378707}
{'yaw': -41.66758, 'pitch': -10.57799, 'roll': 9.794441, 'Ax': -22, 'Ay': 827, 'Az': -5058, 'timestamps': 1542884335.7405984}
{'yaw': -41.62199, 'pitch': -10.40025, 'roll': 10.19531, 'Ax': -17, 'Ay': 1134, 'Az': -5245, 'timestamps': 1542884335.7627757}
{'yaw': -41.54959, 'pitch': -10.23908, 'roll': 10.5378, 'Ax': 20, 'Ay': 1346, 'Az': -5342, 'timestamps': 1542884335.767245}
{'yaw': -41.48989, 'pitch': -10.09772, 'roll': 10.82815, 'Ax': -3, 'Ay': 1432, 'Az': -5382, 'timestamps': 1542884335.7673402}
{'yaw': -41.42715, 'pitch': -9.964623, 'roll': 11.05967, 'Ax': -26, 'Ay': 1477, 'Az': -5406, 'timestamps': 1542884335.767432}
{'yaw': -41.37831, 'pitch': -9.851333, 'roll': 11.23916, 'Ax': -41, 'Ay': 1526, 'Az': -5407, 'timestamps': 1542884335.8300736}
{'yaw': -41.36012, 'pitch': -9.769273, 'roll': 11.37335, 'Ax': -113, 'Ay': 1561, 'Az': -5380, 'timestamps': 1542884335.8429518}
{'yaw': -41.36755, 'pitch': -9.685886, 'roll': 11.44831, 'Ax': -189, 'Ay': 1595, 'Az': -5295, 'timestamps': 1542884336.0454578}
{'yaw': -41.36706, 'pitch': -9.558831, 'roll': 11.46562, 'Ax': -147, 'Ay': 1690, 'Az': -5227, 'timestamps': 1542884336.052892}
{'yaw': -41.3185, 'pitch': -9.416561, 'roll': 11.40929, 'Ax': -24, 'Ay': 1855, 'Az': -5231, 'timestamps': 1542884336.0529873}
{'yaw': -41.24034, 'pitch': -9.302728, 'roll': 11.23007, 'Ax': 67, 'Ay': 2054, 'Az': -5289, 'timestamps': 1542884336.05305}
{'yaw': -41.16086, 'pitch': -9.247179, 'roll': 10.92076, 'Ax': 94, 'Ay': 2163, 'Az': -5320, 'timestamps': 1542884336.0531068}
{'yaw': -41.1174, 'pitch': -9.283794, 'roll': 10.46861, 'Ax': 79, 'Ay': 2077, 'Az': -5227, 'timestamps': 1542884336.053191}
{'yaw': -41.11494, 'pitch': -9.374185, 'roll': 9.905093, 'Ax': 105, 'Ay': 1776, 'Az': -4936, 'timestamps': 1542884336.0532546}
{'yaw': -41.16296, 'pitch': -9.540536, 'roll': 9.293643, 'Ax': 179, 'Ay': 1367, 'Az': -4474, 'timestamps': 1542884336.0533388}
{'yaw': -41.25993, 'pitch': -9.789494, 'roll': 8.674952, 'Ax': 280, 'Ay': 995, 'Az': -3972, 'timestamps': 1542884336.053425}
{'yaw': -41.36275, 'pitch': -10.09523, 'roll': 8.048497, 'Ax': 390, 'Ay': 683, 'Az': -3506, 'timestamps': 1542884336.0535133}
{'yaw': -41.40787, 'pitch': -10.42317, 'roll': 7.408546, 'Ax': 570, 'Ay': 443, 'Az': -3075, 'timestamps': 1542884336.0535932}
{'yaw': -41.39875, 'pitch': -10.80809, 'roll': 6.776823, 'Ax': 701, 'Ay': 295, 'Az': -2717, 'timestamps': 1542884336.0536604}
{'yaw': -41.36244, 'pitch': -11.23057, 'roll': 6.124719, 'Ax': 660, 'Ay': 193, 'Az': -2510, 'timestamps': 1542884336.053715}
{'yaw': -41.2872, 'pitch': -11.65094, 'roll': 5.412533, 'Ax': 487, 'Ay': 115, 'Az': -2407, 'timestamps': 1542884336.0537717}
{'yaw': -41.1576, 'pitch': -12.04187, 'roll': 4.589502, 'Ax': 256, 'Ay': 78, 'Az': -2406, 'timestamps': 1542884336.0538425}
{'yaw': -40.98191, 'pitch': -12.37522, 'roll': 3.646082, 'Ax': 86, 'Ay': 68, 'Az': -2347, 'timestamps': 1542884336.062816}
{'yaw': -40.79391, 'pitch': -12.68612, 'roll': 2.623803, 'Ax': 54, 'Ay': 68, 'Az': -2201, 'timestamps': 1542884336.0628915}
{'yaw': -40.61339, 'pitch': -13.0012, 'roll': 1.573062, 'Ax': 174, 'Ay': 59, 'Az': -1888, 'timestamps': 1542884336.0629535}
{'yaw': -40.44595, 'pitch': -13.34851, 'roll': 0.542076, 'Ax': 439, 'Ay': -8, 'Az': -1483, 'timestamps': 1542884336.063012}
{'yaw': -40.26489, 'pitch': -13.75393, 'roll': -0.463111, 'Ax': 724, 'Ay': -126, 'Az': -1055, 'timestamps': 1542884336.063068}
{'yaw': -40.10739, 'pitch': -14.21736, 'roll': -1.456157, 'Ax': 862, 'Ay': -299, 'Az': -676, 'timestamps': 1542884336.0631227}
{'yaw': -39.97668, 'pitch': -14.71877, 'roll': -2.466227, 'Ax': 882, 'Ay': -544, 'Az': -291, 'timestamps': 1542884336.0631752}
{'yaw': -39.87032, 'pitch': -15.21692, 'roll': -3.501058, 'Ax': 851, 'Ay': -787, 'Az': 73, 'timestamps': 1542884336.063227}
{'yaw': -39.78016, 'pitch': -15.69141, 'roll': -4.544926, 'Ax': 924, 'Ay': -985, 'Az': 462, 'timestamps': 1542884336.0632792}
{'yaw': -39.6817, 'pitch': -16.14379, 'roll': -5.540234, 'Ax': 1135, 'Ay': -1085, 'Az': 949, 'timestamps': 1542884336.0633314}
{'yaw': -39.55183, 'pitch': -16.59637, 'roll': -6.451378, 'Ax': 1430, 'Ay': -999, 'Az': 1449, 'timestamps': 1542884336.0633829}
{'yaw': -39.39721, 'pitch': -17.07883, 'roll': -7.27768, 'Ax': 1710, 'Ay': -757, 'Az': 1808, 'timestamps': 1542884336.0634542}
{'yaw': -39.22902, 'pitch': -17.64467, 'roll': -8.048219, 'Ax': 1811, 'Ay': -476, 'Az': 1992, 'timestamps': 1542884336.0688756}
{'yaw': -39.06849, 'pitch': -18.28341, 'roll': -8.771037, 'Ax': 1684, 'Ay': -242, 'Az': 2039, 'timestamps': 1542884336.076018}
{'yaw': -38.92452, 'pitch': -18.98632, 'roll': -9.529488, 'Ax': 1359, 'Ay': -53, 'Az': 1914, 'timestamps': 1542884336.1160522}
{'yaw': -38.79099, 'pitch': -19.69963, 'roll': -10.36798, 'Ax': 911, 'Ay': 26, 'Az': 1801, 'timestamps': 1542884336.12388}
{'yaw': -38.65884, 'pitch': -20.38326, 'roll': -11.27829, 'Ax': 524, 'Ay': -54, 'Az': 1978, 'timestamps': 1542884336.1281457}
{'yaw': -38.52736, 'pitch': -21.01721, 'roll': -12.2187, 'Ax': 359, 'Ay': -141, 'Az': 2399, 'timestamps': 1542884336.1282423}
{'yaw': -38.38686, 'pitch': -21.63285, 'roll': -13.10631, 'Ax': 407, 'Ay': -130, 'Az': 2953, 'timestamps': 1542884336.1283367}
{'yaw': -38.24322, 'pitch': -22.25059, 'roll': -13.90969, 'Ax': 524, 'Ay': -47, 'Az': 3572, 'timestamps': 1542884336.1525433}
{'yaw': -38.09222, 'pitch': -22.87849, 'roll': -14.60668, 'Ax': 627, 'Ay': 91, 'Az': 4131, 'timestamps': 1542884336.1663935}
{'yaw': -37.9187, 'pitch': -23.50161, 'roll': -15.2799, 'Ax': 633, 'Ay': 257, 'Az': 4430, 'timestamps': 1542884336.1665163}
{'yaw': -37.70464, 'pitch': -24.091, 'roll': -16.01865, 'Ax': 481, 'Ay': 385, 'Az': 4498, 'timestamps': 1542884336.1705952}
{'yaw': -37.43415, 'pitch': -24.59261, 'roll': -16.87317, 'Ax': 196, 'Ay': 441, 'Az': 4611, 'timestamps': 1542884336.1813972}
{'yaw': -37.13692, 'pitch': -24.9703, 'roll': -17.78719, 'Ax': -114, 'Ay': 400, 'Az': 5091, 'timestamps': 1542884336.1876628}
{'yaw': -36.78561, 'pitch': -25.17558, 'roll': -18.63529, 'Ax': -268, 'Ay': 339, 'Az': 6025, 'timestamps': 1542884336.201069}
{'yaw': -36.41759, 'pitch': -25.22861, 'roll': -19.3094, 'Ax': -307, 'Ay': 298, 'Az': 7235, 'timestamps': 1542884336.2136126}
{'yaw': -36.02057, 'pitch': -25.15085, 'roll': -19.81135, 'Ax': -295, 'Ay': 290, 'Az': 8256, 'timestamps': 1542884336.2312155}
{'yaw': -35.61069, 'pitch': -24.97673, 'roll': -20.14621, 'Ax': -320, 'Ay': 358, 'Az': 8964, 'timestamps': 1542884336.2466269}
{'yaw': -35.24766, 'pitch': -24.77024, 'roll': -20.34987, 'Ax': -434, 'Ay': 395, 'Az': 9493, 'timestamps': 1542884336.2617087}
{'yaw': -34.94599, 'pitch': -24.56582, 'roll': -20.43768, 'Ax': -556, 'Ay': 406, 'Az': 9886, 'timestamps': 1542884336.2683318}
{'yaw': -34.71812, 'pitch': -24.37262, 'roll': -20.40527, 'Ax': -637, 'Ay': 461, 'Az': 10132, 'timestamps': 1542884336.2684581}
{'yaw': -34.56512, 'pitch': -24.19982, 'roll': -20.26203, 'Ax': -628, 'Ay': 516, 'Az': 10270, 'timestamps': 1542884336.2718854}
{'yaw': -34.47058, 'pitch': -24.02532, 'roll': -19.98549, 'Ax': -572, 'Ay': 616, 'Az': 10311, 'timestamps': 1542884336.2772286}
{'yaw': -34.42432, 'pitch': -23.84429, 'roll': -19.59858, 'Ax': -488, 'Ay': 803, 'Az': 10243, 'timestamps': 1542884336.286647}
{'yaw': -34.43637, 'pitch': -23.66983, 'roll': -19.12384, 'Ax': -490, 'Ay': 1010, 'Az': 9983, 'timestamps': 1542884336.3020482}
{'yaw': -34.4908, 'pitch': -23.48335, 'roll': -18.6201, 'Ax': -539, 'Ay': 1202, 'Az': 9488, 'timestamps': 1542884336.3234432}
{'yaw': -34.58695, 'pitch': -23.30534, 'roll': -18.1233, 'Ax': -660, 'Ay': 1350, 'Az': 8868, 'timestamps': 1542884336.3284092}
{'yaw': -34.72918, 'pitch': -23.11699, 'roll': -17.66767, 'Ax': -792, 'Ay': 1453, 'Az': 8227, 'timestamps': 1542884336.328531}
{'yaw': -34.86358, 'pitch': -22.88392, 'roll': -17.27057, 'Ax': -860, 'Ay': 1509, 'Az': 7629, 'timestamps': 1542884336.3380535}
{'yaw': -34.98148, 'pitch': -22.59737, 'roll': -16.9023, 'Ax': -875, 'Ay': 1467, 'Az': 7241, 'timestamps': 1542884336.3800402}
{'yaw': -35.06304, 'pitch': -22.24957, 'roll': -16.54635, 'Ax': -843, 'Ay': 1308, 'Az': 7063, 'timestamps': 1542884336.380138}
{'yaw': -35.12339, 'pitch': -21.83006, 'roll': -16.14772, 'Ax': -750, 'Ay': 1044, 'Az': 7116, 'timestamps': 1542884336.3802316}
{'yaw': -35.16122, 'pitch': -21.36907, 'roll': -15.66501, 'Ax': -608, 'Ay': 705, 'Az': 7273, 'timestamps': 1542884336.383981}
{'yaw': -35.20089, 'pitch': -20.8832, 'roll': -15.09371, 'Ax': -475, 'Ay': 345, 'Az': 7380, 'timestamps': 1542884336.3874412}
{'yaw': -35.26145, 'pitch': -20.38105, 'roll': -14.45896, 'Ax': -394, 'Ay': -28, 'Az': 7375, 'timestamps': 1542884336.399404}
{'yaw': -35.33513, 'pitch': -19.86617, 'roll': -13.78427, 'Ax': -335, 'Ay': -380, 'Az': 7253, 'timestamps': 1542884336.4250984}
{'yaw': -35.45181, 'pitch': -19.36351, 'roll': -13.06845, 'Ax': -255, 'Ay': -720, 'Az': 7077, 'timestamps': 1542884336.4345777}
{'yaw': -35.63101, 'pitch': -18.89037, 'roll': -12.28995, 'Ax': -104, 'Ay': -1052, 'Az': 6902, 'timestamps': 1542884336.438337}
{'yaw': -35.84182, 'pitch': -18.43921, 'roll': -11.46992, 'Ax': 124, 'Ay': -1375, 'Az': 6690, 'timestamps': 1542884336.438464}
{'yaw': -36.07145, 'pitch': -18.00745, 'roll': -10.60918, 'Ax': 401, 'Ay': -1650, 'Az': 6393, 'timestamps': 1542884336.454808}
{'yaw': -36.31978, 'pitch': -17.61883, 'roll': -9.741441, 'Ax': 663, 'Ay': -1840, 'Az': 5953, 'timestamps': 1542884336.462487}
{'yaw': -36.60245, 'pitch': -17.28233, 'roll': -8.866807, 'Ax': 834, 'Ay': -2007, 'Az': 5489, 'timestamps': 1542884336.4710433}
{'yaw': -36.92019, 'pitch': -16.99611, 'roll': -7.954573, 'Ax': 979, 'Ay': -2201, 'Az': 5094, 'timestamps': 1542884336.4779215}
{'yaw': -37.30155, 'pitch': -16.77028, 'roll': -6.958505, 'Ax': 1179, 'Ay': -2393, 'Az': 4759, 'timestamps': 1542884336.4989877}
{'yaw': -37.70438, 'pitch': -16.6004, 'roll': -5.907069, 'Ax': 1420, 'Ay': -2553, 'Az': 4369, 'timestamps': 1542884336.5034773}
{'yaw': -38.12418, 'pitch': -16.46458, 'roll': -4.781568, 'Ax': 1620, 'Ay': -2679, 'Az': 3921, 'timestamps': 1542884336.5082166}
{'yaw': -38.54688, 'pitch': -16.35893, 'roll': -3.599324, 'Ax': 1709, 'Ay': -2755, 'Az': 3375, 'timestamps': 1542884336.5194943}
{'yaw': -38.97526, 'pitch': -16.26362, 'roll': -2.411785, 'Ax': 1651, 'Ay': -2718, 'Az': 2695, 'timestamps': 1542884336.5270727}
{'yaw': -39.39662, 'pitch': -16.15184, 'roll': -1.274521, 'Ax': 1524, 'Ay': -2564, 'Az': 1935, 'timestamps': 1542884336.5395913}
{'yaw': -39.74711, 'pitch': -15.97646, 'roll': -0.234354, 'Ax': 1384, 'Ay': -2333, 'Az': 1205, 'timestamps': 1542884336.558847}
{'yaw': -40.05539, 'pitch': -15.7617, 'roll': 0.69484, 'Ax': 1260, 'Ay': -2030, 'Az': 531, 'timestamps': 1542884336.5653396}
{'yaw': -40.33264, 'pitch': -15.5264, 'roll': 1.511501, 'Ax': 1152, 'Ay': -1749, 'Az': -17, 'timestamps': 1542884336.5875297}
{'yaw': -40.58699, 'pitch': -15.30187, 'roll': 2.213707, 'Ax': 1088, 'Ay': -1516, 'Az': -452, 'timestamps': 1542884336.592698}
{'yaw': -40.77794, 'pitch': -15.05436, 'roll': 2.836548, 'Ax': 1145, 'Ay': -1390, 'Az': -750, 'timestamps': 1542884336.592825}
{'yaw': -40.90997, 'pitch': -14.78653, 'roll': 3.442188, 'Ax': 1333, 'Ay': -1400, 'Az': -822, 'timestamps': 1542884336.598797}
{'yaw': -40.98652, 'pitch': -14.541, 'roll': 4.078774, 'Ax': 1538, 'Ay': -1525, 'Az': -865, 'timestamps': 1542884336.6057236}
{'yaw': -41.07404, 'pitch': -14.34052, 'roll': 4.794353, 'Ax': 1587, 'Ay': -1654, 'Az': -986, 'timestamps': 1542884336.6210284}
{'yaw': -41.20629, 'pitch': -14.17594, 'roll': 5.585121, 'Ax': 1483, 'Ay': -1696, 'Az': -1236, 'timestamps': 1542884336.6309419}
{'yaw': -41.3982, 'pitch': -14.04389, 'roll': 6.420566, 'Ax': 1274, 'Ay': -1597, 'Az': -1622, 'timestamps': 1542884336.636815}
{'yaw': -41.62431, 'pitch': -13.91096, 'roll': 7.246109, 'Ax': 1060, 'Ay': -1331, 'Az': -2148, 'timestamps': 1542884336.6487806}
{'yaw': -41.86422, 'pitch': -13.75881, 'roll': 8.028568, 'Ax': 861, 'Ay': -909, 'Az': -2767, 'timestamps': 1542884336.6662462}
{'yaw': -42.06019, 'pitch': -13.58842, 'roll': 8.728568, 'Ax': 702, 'Ay': -367, 'Az': -3378, 'timestamps': 1542884336.6921442}
{'yaw': -42.17096, 'pitch': -13.37321, 'roll': 9.327747, 'Ax': 617, 'Ay': 243, 'Az': -3945, 'timestamps': 1542884336.699274}
{'yaw': -42.18104, 'pitch': -13.16884, 'roll': 9.807127, 'Ax': 524, 'Ay': 800, 'Az': -4405, 'timestamps': 1542884336.7053642}
{'yaw': -42.13494, 'pitch': -12.98957, 'roll': 10.18712, 'Ax': 312, 'Ay': 1143, 'Az': -4712, 'timestamps': 1542884336.7054913}
{'yaw': -42.08076, 'pitch': -12.82201, 'roll': 10.50028, 'Ax': 28, 'Ay': 1272, 'Az': -4835, 'timestamps': 1542884336.7185762}
{'yaw': -42.06809, 'pitch': -12.66363, 'roll': 10.7683, 'Ax': -222, 'Ay': 1300, 'Az': -4863, 'timestamps': 1542884336.7270026}
{'yaw': -42.11307, 'pitch': -12.52205, 'roll': 11.02077, 'Ax': -429, 'Ay': 1292, 'Az': -4842, 'timestamps': 1542884336.7363782}
{'yaw': -42.21585, 'pitch': -12.36344, 'roll': 11.23484, 'Ax': -542, 'Ay': 1410, 'Az': -4871, 'timestamps': 1542884336.7409866}
{'yaw': -42.32706, 'pitch': -12.20878, 'roll': 11.37385, 'Ax': -511, 'Ay': 1701, 'Az': -4981, 'timestamps': 1542884336.7531435}
{'yaw': -42.41338, 'pitch': -12.07889, 'roll': 11.40169, 'Ax': -384, 'Ay': 2038, 'Az': -5096, 'timestamps': 1542884336.7659593}
{'yaw': -42.44816, 'pitch': -11.95184, 'roll': 11.31395, 'Ax': -245, 'Ay': 2284, 'Az': -5150, 'timestamps': 1542884336.7761753}
{'yaw': -42.43547, 'pitch': -11.82909, 'roll': 11.12763, 'Ax': -41, 'Ay': 2401, 'Az': -5072, 'timestamps': 1542884336.7801857}
{'yaw': -42.39376, 'pitch': -11.71552, 'roll': 10.86362, 'Ax': 219, 'Ay': 2407, 'Az': -4891, 'timestamps': 1542884336.7877975}
{'yaw': -42.34359, 'pitch': -11.61741, 'roll': 10.54315, 'Ax': 478, 'Ay': 2360, 'Az': -4692, 'timestamps': 1542884336.8002746}
{'yaw': -42.27877, 'pitch': -11.5481, 'roll': 10.17111, 'Ax': 699, 'Ay': 2227, 'Az': -4456, 'timestamps': 1542884336.810966}
{'yaw': -42.20863, 'pitch': -11.49517, 'roll': 9.75911, 'Ax': 906, 'Ay': 2020, 'Az': -4176, 'timestamps': 1542884336.829436}
{'yaw': -42.11022, 'pitch': -11.48517, 'roll': 9.331319, 'Ax': 1114, 'Ay': 1802, 'Az': -3841, 'timestamps': 1542884336.8295631}
{'yaw': -42.01745, 'pitch': -11.54899, 'roll': 8.927098, 'Ax': 1299, 'Ay': 1570, 'Az': -3481, 'timestamps': 1542884336.8375545}
{'yaw': -41.93307, 'pitch': -11.71385, 'roll': 8.534046, 'Ax': 1393, 'Ay': 1400, 'Az': -3204, 'timestamps': 1542884336.8492405}
{'yaw': -41.86712, 'pitch': -11.98298, 'roll': 8.10042, 'Ax': 1321, 'Ay': 1223, 'Az': -3052, 'timestamps': 1542884336.8813343}
{'yaw': -41.82096, 'pitch': -12.31367, 'roll': 7.600741, 'Ax': 1116, 'Ay': 978, 'Az': -2983, 'timestamps': 1542884336.8814313}
{'yaw': -41.80681, 'pitch': -12.67589, 'roll': 7.016141, 'Ax': 912, 'Ay': 639, 'Az': -2855, 'timestamps': 1542884336.8815267}
{'yaw': -41.80347, 'pitch': -13.02479, 'roll': 6.380856, 'Ax': 828, 'Ay': 289, 'Az': -2658, 'timestamps': 1542884336.8852935}
{'yaw': -41.80439, 'pitch': -13.37393, 'roll': 5.721983, 'Ax': 933, 'Ay': 9, 'Az': -2356, 'timestamps': 1542884336.8990266}
{'yaw': -41.83471, 'pitch': -13.75554, 'roll': 5.09398, 'Ax': 1159, 'Ay': -166, 'Az': -1921, 'timestamps': 1542884336.90665}
{'yaw': -41.88673, 'pitch': -14.20729, 'roll': 4.534407, 'Ax': 1390, 'Ay': -264, 'Az': -1506, 'timestamps': 1542884336.9215925}
{'yaw': -41.95675, 'pitch': -14.74632, 'roll': 4.046734, 'Ax': 1549, 'Ay': -278, 'Az': -1180, 'timestamps': 1542884336.9307568}
{'yaw': -41.98381, 'pitch': -15.34592, 'roll': 3.574043, 'Ax': 1563, 'Ay': -244, 'Az': -1046, 'timestamps': 1542884336.94742}
{'yaw': -41.96289, 'pitch': -15.9758, 'roll': 3.072312, 'Ax': 1333, 'Ay': -261, 'Az': -1049, 'timestamps': 1542884336.947546}
{'yaw': -41.90892, 'pitch': -16.62916, 'roll': 2.477332, 'Ax': 876, 'Ay': -358, 'Az': -1152, 'timestamps': 1542884336.9782917}
{'yaw': -41.86988, 'pitch': -17.21942, 'roll': 1.80201, 'Ax': 379, 'Ay': -637, 'Az': -1046, 'timestamps': 1542884336.9783866}
{'yaw': -41.73881, 'pitch': -17.67011, 'roll': 1.073897, 'Ax': 171, 'Ay': -933, 'Az': -709, 'timestamps': 1542884336.9784791}
{'yaw': -41.45224, 'pitch': -17.90513, 'roll': 0.34952, 'Ax': 310, 'Ay': -1057, 'Az': -201, 'timestamps': 1542884336.988083}
{'yaw': -40.96534, 'pitch': -18.0059, 'roll': -0.38364, 'Ax': 471, 'Ay': -915, 'Az': -36, 'timestamps': 1542884336.997675}
{'yaw': -40.37758, 'pitch': -18.07028, 'roll': -1.136758, 'Ax': 501, 'Ay': -665, 'Az': 77, 'timestamps': 1542884337.015386}
{'yaw': -39.80873, 'pitch': -18.20111, 'roll': -1.933202, 'Ax': 341, 'Ay': -412, 'Az': 93, 'timestamps': 1542884337.0207593}
{'yaw': -39.34634, 'pitch': -18.45135, 'roll': -2.805884, 'Ax': 154, 'Ay': -280, 'Az': 97, 'timestamps': 1542884337.0288084}
{'yaw': -38.98521, 'pitch': -18.78286, 'roll': -3.754158, 'Ax': 133, 'Ay': -281, 'Az': 255, 'timestamps': 1542884337.03569}
{'yaw': -38.73185, 'pitch': -19.19615, 'roll': -4.70346, 'Ax': 256, 'Ay': -490, 'Az': 728, 'timestamps': 1542884337.0462008}
{'yaw': -38.5729, 'pitch': -19.66067, 'roll': -5.556225, 'Ax': 395, 'Ay': -792, 'Az': 1475, 'timestamps': 1542884337.0584347}
{'yaw': -38.49355, 'pitch': -20.1472, 'roll': -6.303531, 'Ax': 562, 'Ay': -986, 'Az': 2257, 'timestamps': 1542884337.0756044}
{'yaw': -38.4066, 'pitch': -20.60081, 'roll': -6.934695, 'Ax': 731, 'Ay': -969, 'Az': 2934, 'timestamps': 1542884337.0836756}
{'yaw': -38.29541, 'pitch': -21.02657, 'roll': -7.495785, 'Ax': 830, 'Ay': -756, 'Az': 3404, 'timestamps': 1542884337.100684}
{'yaw': -38.16442, 'pitch': -21.41827, 'roll': -8.034905, 'Ax': 704, 'Ay': -496, 'Az': 3676, 'timestamps': 1542884337.1123316}
{'yaw': -37.99208, 'pitch': -21.72131, 'roll': -8.646565, 'Ax': 434, 'Ay': -244, 'Az': 3772, 'timestamps': 1542884337.1124601}
{'yaw': -37.76299, 'pitch': -21.91133, 'roll': -9.330204, 'Ax': 183, 'Ay': -28, 'Az': 3878, 'timestamps': 1542884337.1287315}
{'yaw': -37.47431, 'pitch': -21.97012, 'roll': -10.07385, 'Ax': -48, 'Ay': 112, 'Az': 4132, 'timestamps': 1542884337.1434002}
{'yaw': -37.12313, 'pitch': -21.91046, 'roll': -10.82432, 'Ax': -239, 'Ay': 226, 'Az': 4545, 'timestamps': 1542884337.1435263}
{'yaw': -36.70222, 'pitch': -21.73926, 'roll': -11.5319, 'Ax': -351, 'Ay': 373, 'Az': 5055, 'timestamps': 1542884337.1499135}
{'yaw': -36.22836, 'pitch': -21.48596, 'roll': -12.18744, 'Ax': -414, 'Ay': 517, 'Az': 5603, 'timestamps': 1542884337.158685}
{'yaw': -35.68614, 'pitch': -21.16527, 'roll': -12.80254, 'Ax': -456, 'Ay': 654, 'Az': 6143, 'timestamps': 1542884337.1783378}
{'yaw': -35.10729, 'pitch': -20.79172, 'roll': -13.41296, 'Ax': -538, 'Ay': 770, 'Az': 6573, 'timestamps': 1542884337.1811974}
{'yaw': -34.52158, 'pitch': -20.38685, 'roll': -14.02668, 'Ax': -674, 'Ay': 812, 'Az': 6906, 'timestamps': 1542884337.1964803}
{'yaw': -33.97587, 'pitch': -19.97563, 'roll': -14.62844, 'Ax': -830, 'Ay': 802, 'Az': 7258, 'timestamps': 1542884337.2005253}
{'yaw': -33.48711, 'pitch': -19.54113, 'roll': -15.1895, 'Ax': -935, 'Ay': 806, 'Az': 7611, 'timestamps': 1542884337.2075453}
{'yaw': -33.05739, 'pitch': -19.10042, 'roll': -15.71653, 'Ax': -1008, 'Ay': 803, 'Az': 7899, 'timestamps': 1542884337.2349956}
{'yaw': -32.694, 'pitch': -18.67236, 'roll': -16.16478, 'Ax': -983, 'Ay': 754, 'Az': 8297, 'timestamps': 1542884337.2383337}
{'yaw': -32.41584, 'pitch': -18.29141, 'roll': -16.51516, 'Ax': -877, 'Ay': 571, 'Az': 8703, 'timestamps': 1542884337.2462423}
{'yaw': -32.21516, 'pitch': -17.95526, 'roll': -16.70296, 'Ax': -742, 'Ay': 313, 'Az': 9044, 'timestamps': 1542884337.2522304}
{'yaw': -32.08141, 'pitch': -17.66422, 'roll': -16.73724, 'Ax': -599, 'Ay': 111, 'Az': 9284, 'timestamps': 1542884337.2579088}
{'yaw': -32.01397, 'pitch': -17.39858, 'roll': -16.65202, 'Ax': -548, 'Ay': 14, 'Az': 9433, 'timestamps': 1542884337.2668805}
{'yaw': -32.01858, 'pitch': -17.15484, 'roll': -16.48767, 'Ax': -622, 'Ay': -23, 'Az': 9461, 'timestamps': 1542884337.2822402}
{'yaw': -32.08941, 'pitch': -16.91855, 'roll': -16.27747, 'Ax': -752, 'Ay': -60, 'Az': 9274, 'timestamps': 1542884337.2916095}
{'yaw': -32.21917, 'pitch': -16.68281, 'roll': -16.02977, 'Ax': -850, 'Ay': -79, 'Az': 8982, 'timestamps': 1542884337.3005228}
{'yaw': -32.3901, 'pitch': -16.44707, 'roll': -15.75776, 'Ax': -960, 'Ay': -101, 'Az': 8610, 'timestamps': 1542884337.3078756}
{'yaw': -32.57816, 'pitch': -16.16525, 'roll': -15.43449, 'Ax': -1115, 'Ay': -154, 'Az': 8281, 'timestamps': 1542884337.3162014}
{'yaw': -32.76868, 'pitch': -15.79823, 'roll': -15.05606, 'Ax': -1232, 'Ay': -235, 'Az': 7983, 'timestamps': 1542884337.3265285}
{'yaw': -32.94833, 'pitch': -15.35113, 'roll': -14.65584, 'Ax': -1276, 'Ay': -291, 'Az': 7632, 'timestamps': 1542884337.3410666}
{'yaw': -33.15891, 'pitch': -14.89826, 'roll': -14.22797, 'Ax': -1297, 'Ay': -325, 'Az': 7235, 'timestamps': 1542884337.3480213}
{'yaw': -33.39255, 'pitch': -14.43518, 'roll': -13.78959, 'Ax': -1280, 'Ay': -341, 'Az': 6847, 'timestamps': 1542884337.3586454}
